Date;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS
2020-03-01 15:44:53;1.40453;0.054711;93.1111;22.2522;229.302;76.0396
2020-03-01 15:44:54;1.46827;0.054711;93.1018;22.2594;242.139;77.9614
2020-03-01 15:44:55;1.44581;0.054711;93.0392;22.2482;230.107;76.0396
2020-03-01 15:44:56;1.40886;0.054711;93.0087;22.2482;229.112;77.9806
2020-03-01 15:44:57;1.50352;-0.273216;93.2043;22.2614;242.253;76.9806
2020-03-01 15:44:59;0.627964;-0.601143;93.2234;22.25;216.155;76.0197
2020-03-01 15:45:00;1.24396;0.054711;93.1864;22.2619;227.603;77.0
2020-03-01 15:45:01;1.35833;0.382638;92.9962;22.2587;230.359;77.0
2020-03-01 15:45:02;1.42464;0.054711;93.0956;22.2577;230.257;76.9806
2020-03-01 15:45:03;1.41413;-0.273216;93.0271;22.2683;207.822;76.0396
2020-03-01 15:45:04;1.34758;-0.273216;93.2439;22.2683;227.389;77.9806
2020-03-01 15:45:05;1.8279;0.054711;93.2681;22.2579;232.349;77.0
2020-03-01 15:45:06;1.18587;0.382638;93.2243;22.2576;227.808;76.9806
2020-03-01 15:45:07;1.49246;0.054711;93.2593;22.261;232.935;76.0197
2020-03-01 15:45:08;1.43839;0.054711;93.1152;22.2532;213.859;77.0
2020-03-01 15:45:09;1.53766;0.054711;93.1575;22.261;207.986;77.0
2020-03-01 15:45:10;1.26774;0.382638;93.3483;22.256;243.391;77.0
2020-03-01 15:45:11;1.44655;-0.273216;93.1606;22.2518;205.828;77.0
2020-03-01 15:45:12;1.1296;-0.273216;93.3483;22.2518;235.902;77.0
2020-03-01 15:45:13;1.72861;-0.273216;93.2821;22.2632;243.906;77.0
2020-03-01 15:45:14;2.31692;0.054711;93.2922;22.2621;251.42;76.9806
2020-03-01 15:45:15;1.61046;0.382638;93.2888;22.2596;209.99;76.0197
2020-03-01 15:45:16;1.26795;0.054711;93.3408;22.2723;234.653;77.0
2020-03-01 15:45:17;1.43751;0.054711;93.2742;22.2595;222.299;76.9806
2020-03-01 15:45:18;1.57915;-0.273216;93.3617;22.2607;230.455;76.0197
2020-03-01 15:45:20;1.14696;0.054711;93.4032;22.2656;231.495;77.0
2020-03-01 15:45:21;1.99258;0.054711;93.3463;22.2656;232.743;76.9806
2020-03-01 15:45:22;1.86677;0.054711;93.3485;22.2692;226.101;76.0197
2020-03-01 15:45:23;1.72531;0.054711;93.4639;22.2597;247.094;77.0
2020-03-01 15:45:24;1.70975;0.054711;93.4182;22.2655;242.116;76.9806
2020-03-01 15:45:25;1.64143;-0.273216;93.3036;22.253;230.246;76.0197
2020-03-01 15:45:26;1.03166;-0.273216;93.3788;22.2542;216.137;77.0197
2020-03-01 15:45:27;1.89702;0.054711;93.4824;22.2549;232.274;77.9806
2020-03-01 15:45:28;1.49738;0.382638;93.5361;22.2562;232.777;77.0
2020-03-01 15:45:29;1.64854;0.382638;93.5001;22.2485;233.192;76.9806
2020-03-01 15:45:30;1.99211;0.054711;93.5097;22.2485;240.313;76.0396
2020-03-01 15:45:31;1.85357;0.054711;93.3762;22.251;244.12;76.0197
2020-03-01 15:45:32;1.90183;0.054711;93.0468;22.2449;227.836;77.0
2020-03-01 15:45:33;1.87383;0.054711;93.3674;22.2494;229.696;77.0
2020-03-01 15:45:34;1.88435;-0.273216;93.6504;22.2467;241.79;76.9806
2020-03-01 15:45:35;1.58711;0.054711;93.6062;22.2464;246.347;76.0197
2020-03-01 15:45:36;1.74864;-0.273216;93.1454;22.2411;215.833;77.0
2020-03-01 15:45:37;1.57546;0.710565;93.6549;22.2398;240.974;77.0
2020-03-01 15:45:38;1.55669;0.710565;93.5102;22.2398;212.695;77.0
2020-03-01 15:45:39;1.82748;0.382638;93.6754;22.2341;222.945;77.0
2020-03-01 15:45:40;1.58333;0.054711;93.4179;22.236;204.295;76.9806
2020-03-01 15:45:41;1.97808;-0.273216;93.5754;22.234;233.876;76.0197
2020-03-01 15:45:43;1.71015;0.382638;93.4844;22.2523;219.764;77.0
2020-03-01 15:45:44;1.50284;-0.273216;93.1835;22.2495;231.235;76.9806
2020-03-01 15:45:45;0.670855;0.382638;93.1279;22.2276;214.796;76.0197
2020-03-01 15:45:46;1.48161;0.382638;93.2399;22.2276;231.079;77.0
2020-03-01 15:45:47;1.95737;0.382638;93.2595;22.2492;231.252;77.0
2020-03-01 15:45:48;1.68204;0.054711;93.2633;22.2476;239.504;77.0
2020-03-01 15:45:49;1.44355;0.054711;93.0989;22.2617;227.72;77.0
2020-03-01 15:45:50;1.96487;0.054711;93.5751;22.2625;230.457;77.0
2020-03-01 15:45:51;0.625714;0.382638;93.2222;22.2586;213.777;76.9806
2020-03-01 15:45:52;1.64997;0.054711;93.2296;22.25;235.455;76.0396
2020-03-01 15:45:53;0.6849;-0.273216;93.2415;22.2662;226.962;77.9806
2020-03-01 15:45:54;1.44024;-0.273216;93.7497;22.2662;220.305;76.0197
2020-03-01 15:45:55;1.75247;0.382638;93.1258;22.264;216.094;77.0
2020-03-01 15:45:56;1.85388;0.054711;93.2882;22.2702;234.139;77.0
2020-03-01 15:45:57;1.84321;-0.273216;93.3396;22.2619;232.837;76.9806
2020-03-01 15:45:58;1.26815;0.382638;93.2296;22.2659;232.096;76.0197
2020-03-01 15:45:59;1.35092;0.382638;93.2056;22.2716;227.294;77.0
2020-03-01 15:46:00;1.47744;0.054711;93.2547;22.2673;235.511;76.9806
2020-03-01 15:46:01;1.50421;0.054711;93.2429;22.2792;249.892;76.0197
2020-03-01 15:46:02;1.35453;0.054711;93.3172;22.2792;232.585;77.0
2020-03-01 15:46:03;1.74873;-0.273216;93.2738;22.2706;227.988;76.9806
2020-03-01 15:46:04;0.628994;0.382638;93.3456;22.2734;208.705;76.0
2020-03-01 15:46:05;1.46016;-0.273216;93.4848;22.2774;233.906;76.0396
2020-03-01 15:46:07;1.7961;0.382638;93.3236;22.2748;219.706;77.9806
2020-03-01 15:46:08;1.43491;0.054711;93.4418;22.2778;234.302;77.0
2020-03-01 15:46:09;1.24333;0.382638;93.2112;22.2819;232.005;77.0
2020-03-01 15:46:10;1.69522;0.054711;93.4691;22.281;229.44;76.9806
2020-03-01 15:46:11;1.5245;0.054711;93.3735;22.281;229.391;76.0197
2020-03-01 15:46:12;1.47789;0.054711;93.4296;22.2764;225.837;77.0
2020-03-01 15:46:13;1.79227;0.710565;93.4267;22.2667;220.627;76.9806
2020-03-01 15:46:14;1.48505;0.054711;93.4053;22.2789;234.515;76.0197
2020-03-01 15:46:15;1.09241;0.054711;93.4603;22.2656;215.793;77.0
2020-03-01 15:46:16;0.975865;-0.273216;93.4336;22.2696;224.747;77.0
2020-03-01 15:46:17;1.97917;0.054711;93.3653;22.2651;227.853;76.0197
2020-03-01 15:46:18;1.82906;0.710565;93.355;22.2646;221.608;77.0
2020-03-01 15:46:19;1.81087;0.710565;93.3641;22.2646;214.767;77.0
2020-03-01 15:46:20;2.0233;0.054711;93.2651;22.2588;241.392;77.0
2020-03-01 15:46:21;1.88479;0.054711;93.2644;22.2619;240.892;76.9806
2020-03-01 15:46:22;1.75254;0.054711;93.2649;22.252;229.501;76.0197
2020-03-01 15:46:23;1.7863;-0.273216;93.395;22.2631;230.354;77.0
2020-03-01 15:46:24;2.11866;-0.273216;93.371;22.2598;249.179;76.9806
2020-03-01 15:46:25;1.911;0.382638;93.4414;22.2573;228.584;76.0197
2020-03-01 15:46:26;1.77232;0.054711;93.4819;22.262;224.736;77.0
2020-03-01 15:46:27;1.89534;0.054711;93.5429;22.257;235.122;77.0
2020-03-01 15:46:29;1.94933;0.054711;93.4627;22.257;225.887;77.0
2020-03-01 15:46:30;1.88067;0.054711;93.5477;22.2573;207.465;77.0
2020-03-01 15:46:31;1.17325;-0.273216;93.8374;22.2615;217.731;77.0197
2020-03-01 15:46:32;1.86452;0.054711;93.4215;22.2646;231.49;77.9614
2020-03-01 15:46:33;0.978261;0.382638;93.68;22.2579;213.157;76.0197
2020-03-01 15:46:34;1.74822;0.382638;93.53;22.2532;231.333;76.9806
2020-03-01 15:46:35;0.969294;-0.273216;93.8188;22.251;207.773;76.0197
2020-03-01 15:46:36;1.99514;0.054711;93.7261;22.253;239.181;77.0197
2020-03-01 15:46:37;2.09821;0.054711;93.4027;22.253;238.911;77.9614
2020-03-01 15:46:38;1.84014;0.054711;93.5293;22.2528;241.071;76.0197
2020-03-01 15:46:39;1.83615;0.382638;93.7503;22.2476;232.128;77.0
2020-03-01 15:46:40;1.82822;0.054711;94.0354;22.2483;232.569;76.9806
2020-03-01 15:46:41;1.94985;-0.273216;93.9659;22.2359;243.201;76.0396
2020-03-01 15:46:42;0.908121;0.054711;93.9552;22.253;216.794;77.9806
2020-03-01 15:46:43;1.90611;0.054711;94.0867;22.2406;205.594;77.0
2020-03-01 15:46:44;1.91552;0.054711;94.0292;22.2507;205.056;77.0
2020-03-01 15:46:45;1.44316;-0.273216;94.05;22.2507;222.551;77.0
2020-03-01 15:46:46;0.777413;0.054711;94.0534;22.2389;245.168;77.0
2020-03-01 15:46:47;1.83051;0.054711;93.9567;22.2493;230.991;77.0
2020-03-01 15:46:48;0.9081;0.054711;93.9798;22.2388;214.614;77.0
2020-03-01 15:46:49;1.13651;-0.273216;93.8372;22.242;238.394;77.0
2020-03-01 15:46:51;1.0658;0.054711;93.9682;22.2412;244.691;77.0
2020-03-01 15:46:52;1.53005;0.382638;94.1985;22.2388;221.727;77.0
2020-03-01 15:46:53;0.841905;0.382638;93.9795;22.2388;214.749;77.0
2020-03-01 15:46:54;1.968;0.054711;94.2721;22.2458;228.304;76.9806
2020-03-01 15:46:55;1.05994;0.382638;94.12;22.245;220.895;76.0197
2020-03-01 15:46:56;1.095;-0.273216;93.9385;22.2484;231.691;77.0197
2020-03-01 15:46:57;1.0775;0.054711;93.9495;22.2498;234.032;77.9806
2020-03-01 15:46:58;1.04962;-0.273216;94.0025;22.2501;231.72;77.0
2020-03-01 15:46:59;1.08406;0.054711;94.1159;22.2525;227.932;77.0197
2020-03-01 15:47:00;1.27422;-0.273216;94.0361;22.2572;251.081;76.0396
2020-03-01 15:47:01;1.60481;0.054711;94.1225;22.2555;234.248;77.9806
2020-03-01 15:47:02;1.26751;0.054711;94.2352;22.2555;227.186;77.0
2020-03-01 15:47:03;0.693204;-0.601143;94.1041;22.2614;207.44;77.0
2020-03-01 15:47:04;0.681999;0.054711;93.99;22.2548;209.232;77.0
2020-03-01 15:47:05;1.58089;0.054711;94.0962;22.2482;232.852;77.0
2020-03-01 15:47:06;1.72503;0.054711;94.1284;22.2593;236.433;77.0
2020-03-01 15:47:07;1.81753;0.382638;94.1201;22.2484;245.385;77.0
2020-03-01 15:47:08;1.96171;0.054711;94.1217;22.2472;232.225;76.9806
2020-03-01 15:47:09;1.25025;0.054711;94.3914;22.2472;226.575;76.0197
2020-03-01 15:47:11;1.48445;0.054711;94.2094;22.2543;232.197;77.0
2020-03-01 15:47:12;1.8422;-0.273216;94.2439;22.2533;242.363;77.0
2020-03-01 15:47:13;1.59077;0.382638;94.2231;22.2633;253.147;76.9806
2020-03-01 15:47:14;1.86136;0.382638;94.2029;22.2422;245.13;76.0197
2020-03-01 15:47:15;1.35905;0.382638;94.1322;22.2501;219.009;77.0
2020-03-01 15:47:16;2.09677;0.710565;94.257;22.2565;241.407;76.9806
2020-03-01 15:47:17;2.06364;0.710565;94.1987;22.2565;245.981;76.0197
2020-03-01 15:47:18;1.19059;0.054711;94.0804;22.2423;231.698;77.0197
2020-03-01 15:47:19;1.06165;-0.273216;94.3064;22.2503;236.013;77.9614
2020-03-01 15:47:20;1.85949;0.054711;94.2318;22.2531;250.963;76.0197
2020-03-01 15:47:21;2.12419;0.054711;94.4026;22.2354;233.562;77.0197
2020-03-01 15:47:22;1.03515;0.054711;94.244;22.2437;232.885;76.0197
2020-03-01 15:47:23;2.0562;0.710565;94.2608;22.2339;246.937;76.9806
2020-03-01 15:47:24;1.91816;0.710565;94.2566;22.2339;234.416;76.0197
2020-03-01 15:47:25;1.89228;-0.273216;94.4869;22.2433;204.273;76.9806
2020-03-01 15:47:26;2.16485;-0.273216;93.8481;22.2425;248.281;76.0197
2020-03-01 15:47:27;1.83003;0.382638;94.5298;22.2462;226.39;76.9804
2020-03-01 15:47:28;1.8294;0.054711;94.4212;22.2297;213.448;76.0
2020-03-01 15:47:29;2.12383;-0.273216;94.2708;22.2424;251.551;76.0401
2020-03-01 15:47:30;1.89828;0.054711;94.3932;22.2324;204.792;77.9609
2020-03-01 15:47:31;2.15329;0.382638;94.3191;22.2425;242.669;76.0199
2020-03-01 15:47:32;1.87404;0.054711;94.0133;22.2388;228.609;77.0
2020-03-01 15:47:33;1.98113;0.054711;94.4255;22.2397;229.813;76.9804
2020-03-01 15:47:35;1.7065;0.054711;93.8368;22.2397;228.675;76.0199
2020-03-01 15:47:36;1.39729;0.054711;93.8281;22.245;231.461;77.0
2020-03-01 15:47:37;1.73891;-0.273216;93.9402;22.2364;242.771;76.9804
2020-03-01 15:47:38;2.23519;-0.601143;94.3433;22.2379;249.724;76.0199
2020-03-01 15:47:39;1.38583;0.054711;94.4385;22.235;212.333;76.9804
2020-03-01 15:47:40;1.35149;-0.273216;93.9389;22.2466;230.193;76.0199
2020-03-01 15:47:41;1.05862;0.054711;93.8941;22.2392;228.273;77.0
2020-03-01 15:47:42;1.61614;0.382638;94.395;22.2357;230.641;77.0
2020-03-01 15:47:43;1.86962;0.382638;93.913;22.2357;241.63;77.0
2020-03-01 15:47:44;1.23124;0.054711;94.0747;22.2394;231.44;76.9804
2020-03-01 15:47:45;0.626664;0.710565;94.0296;22.2414;208.049;76.0199
2020-03-01 15:47:46;1.19478;0.382638;94.0782;22.2323;234.4;77.0
2020-03-01 15:47:47;1.66676;0.382638;94.0018;22.2319;239.27;76.9804
2020-03-01 15:47:48;1.00604;-0.273216;94.0113;22.2352;227.496;76.0199
2020-03-01 15:47:49;1.80328;0.054711;93.9842;22.2251;218.992;76.9804
2020-03-01 15:47:50;1.85244;0.054711;93.8987;22.2251;220.555;76.0199
2020-03-01 15:47:51;1.00299;0.054711;93.961;22.2364;225.639;76.9804
2020-03-01 15:47:52;0.691143;0.054711;94.075;22.2342;208.752;76.0199
2020-03-01 15:47:53;1.22072;0.054711;93.9056;22.2258;246.957;76.9804
2020-03-01 15:47:55;0.875224;0.054711;94.0593;22.2312;224.687;76.0199
2020-03-01 15:47:56;1.11178;0.710565;93.9854;22.2281;217.936;77.0
2020-03-01 15:47:57;1.37768;-0.273216;94.0276;22.2332;237.173;76.9804
2020-03-01 15:47:58;1.66249;0.382638;93.883;22.2285;231.03;76.0199
2020-03-01 15:47:59;1.90611;0.382638;94.0657;22.2285;253.727;76.9804
2020-03-01 15:48:00;1.06971;0.382638;93.7799;22.2318;230.839;76.0199
2020-03-01 15:48:01;1.25402;0.054711;93.9825;22.2321;229.549;77.0
2020-03-01 15:48:02;1.76639;-0.273216;93.91;22.2332;229.381;76.9804
2020-03-01 15:48:03;1.75675;0.054711;94.0712;22.2393;243.306;76.0199
2020-03-01 15:48:04;1.63224;0.054711;94.0102;22.2379;231.179;76.0199
2020-03-01 15:48:05;1.08785;0.054711;94.1401;22.234;231.026;77.0
2020-03-01 15:48:06;1.72728;-0.601143;93.8741;22.2424;234.194;76.9804
2020-03-01 15:48:07;1.10501;-0.601143;94.005;22.2424;231.617;76.0199
2020-03-01 15:48:08;1.9226;0.054711;93.962;22.2356;252.776;76.9804
2020-03-01 15:48:09;1.3239;-0.601143;93.9021;22.2322;237.938;76.0199
2020-03-01 15:48:10;0.78276;0.054711;93.987;22.2382;221.09;76.9804
2020-03-01 15:48:11;2.32813;0.054711;93.9329;22.2346;248.2;76.0
2020-03-01 15:48:12;1.12982;0.382638;94.0446;22.23;228.859;76.0199
2020-03-01 15:48:13;2.30993;0.054711;93.9591;22.2334;251.359;77.0
2020-03-01 15:48:14;1.83177;0.054711;94.0777;22.2334;250.054;77.0
2020-03-01 15:48:16;1.56474;0.054711;93.8407;22.2402;223.701;76.9804
2020-03-01 15:48:17;1.48291;0.382638;93.9158;22.231;207.711;76.0199
2020-03-01 15:48:18;1.64029;0.382638;93.9125;22.2361;227.444;77.0
2020-03-01 15:48:19;2.21155;0.054711;94.227;22.2378;238.611;76.9804
2020-03-01 15:48:20;1.69061;0.054711;94.006;22.2366;234.563;76.0199
2020-03-01 15:48:21;1.63634;0.054711;94.0737;22.2383;207.03;76.9804
2020-03-01 15:48:22;1.677;0.054711;94.669;22.2358;233.304;76.0
2020-03-01 15:48:23;1.87871;-0.273216;94.3688;22.2302;219.763;76.0
2020-03-01 15:48:24;1.74524;-0.273216;93.9971;22.2302;240.326;76.0
2020-03-01 15:48:25;1.60415;0.054711;94.6086;22.2305;230.741;76.0199
2020-03-01 15:48:26;1.46159;-0.601143;94.0894;22.2364;228.123;76.0
2020-03-01 15:48:27;1.93875;0.382638;94.2173;22.2303;241.464;76.0199
2020-03-01 15:48:28;1.49098;0.054711;94.2166;22.2334;226.0;77.0
2020-03-01 15:48:29;2.22063;0.054711;94.2419;22.2301;242.278;76.9804
2020-03-01 15:48:30;1.64172;0.054711;94.0523;22.233;205.067;76.0199
2020-03-01 15:48:31;1.53365;0.054711;94.1749;22.2213;230.818;77.0
2020-03-01 15:48:32;1.9709;0.054711;94.1471;22.2213;238.759;76.9804
2020-03-01 15:48:33;1.83312;-0.273216;93.9857;22.227;222.492;76.0
2020-03-01 15:48:34;1.52356;0.382638;94.0783;22.236;230.239;76.0199
2020-03-01 15:48:35;2.24335;-0.273216;94.2266;22.2216;238.15;77.0
2020-03-01 15:48:37;1.58694;0.054711;94.1547;22.2385;241.132;76.9804
2020-03-01 15:48:38;1.63091;0.054711;94.3177;22.2222;240.577;76.0199
2020-03-01 15:48:39;1.46328;0.054711;94.3926;22.2376;229.727;76.9804
2020-03-01 15:48:40;1.75934;0.054711;94.4696;22.2376;254.511;76.0199
2020-03-01 15:48:41;1.3128;0.054711;94.5256;22.2429;221.155;77.0
2020-03-01 15:48:42;1.63742;0.054711;94.5442;22.2504;228.885;76.9804
2020-03-01 15:48:43;1.5101;-0.273216;94.6169;22.2431;232.409;76.0199
2020-03-01 15:48:44;1.74948;-0.273216;94.4199;22.2432;233.638;76.9804
2020-03-01 15:48:45;1.75853;0.054711;94.4621;22.2445;251.223;76.0199
2020-03-01 15:48:46;0.589101;-0.273216;94.4929;22.2386;208.056;76.9804
2020-03-01 15:48:47;0.765098;0.054711;94.4794;22.2443;233.31;76.9804
2020-03-01 15:48:48;1.57965;-0.273216;94.3657;22.2499;237.424;76.0199
2020-03-01 15:48:49;1.65106;-0.273216;94.6069;22.2524;238.498;76.9804
2020-03-01 15:48:50;0.853947;-0.273216;94.5323;22.2524;238.006;76.0199
2020-03-01 15:48:51;1.67091;0.054711;94.4244;22.2524;207.836;76.9804
2020-03-01 15:48:52;1.55584;0.054711;94.4847;22.2526;230.575;76.0199
2020-03-01 15:48:53;1.52068;-0.601143;94.5786;22.2475;227.603;77.0
2020-03-01 15:48:54;0.6904;0.382638;94.6388;22.2544;230.632;76.9804
2020-03-01 15:48:55;1.47029;0.054711;94.0383;22.2499;235.401;76.0
2020-03-01 15:48:56;1.2269;-0.273216;94.434;22.2665;223.149;76.0199
2020-03-01 15:48:58;1.15966;0.710565;94.5523;22.258;235.787;77.0
2020-03-01 15:48:59;1.40923;0.054711;94.4744;22.252;224.843;77.0
2020-03-01 15:49:00;1.18724;0.054711;94.6072;22.252;225.268;77.0
2020-03-01 15:49:01;1.57668;0.054711;94.6053;22.2546;241.055;76.9804
2020-03-01 15:49:02;1.15173;0.054711;94.4471;22.2668;236.761;76.0199
2020-03-01 15:49:03;1.75441;0.054711;94.5605;22.2573;236.505;77.0
2020-03-01 15:49:04;1.19902;0.054711;94.5877;22.2623;239.631;77.0
2020-03-01 15:49:05;1.19002;0.054711;94.4949;22.2561;206.224;77.0
2020-03-01 15:49:06;1.45594;0.054711;94.5948;22.2556;227.132;76.9804
2020-03-01 15:49:07;1.15788;0.054711;94.6777;22.2566;207.481;76.0199
2020-03-01 15:49:08;0.633884;0.054711;94.7049;22.2536;222.763;77.0
2020-03-01 15:49:09;1.16046;0.054711;94.6657;22.2536;227.459;76.9804
2020-03-01 15:49:10;1.9561;0.382638;94.8327;22.2524;242.762;76.0199
2020-03-01 15:49:11;1.221;-0.273216;94.6426;22.2433;232.306;77.0
2020-03-01 15:49:12;1.77595;0.382638;94.7546;22.2544;217.134;77.0
2020-03-01 15:49:13;1.37286;-0.273216;94.9664;22.2534;251.86;77.0
2020-03-01 15:49:15;1.62831;0.054711;94.7045;22.2417;233.665;77.0
2020-03-01 15:49:16;1.28297;0.054711;94.8356;22.2437;238.721;76.9804
2020-03-01 15:49:17;1.98654;-0.273216;94.9948;22.2346;234.24;76.0199
2020-03-01 15:49:18;2.02352;0.382638;94.6147;22.2252;223.949;76.9804
2020-03-01 15:49:19;1.33222;0.382638;94.8539;22.2252;235.583;76.0199
2020-03-01 15:49:20;2.19758;0.054711;94.8105;22.2249;249.424;76.9804
2020-03-01 15:49:21;1.88135;-0.601143;94.3864;22.2255;233.691;76.0199
2020-03-01 15:49:22;2.05526;-0.273216;94.8153;22.2226;222.014;76.9804
2020-03-01 15:49:23;2.27611;-0.601143;94.786;22.2242;243.473;76.0199
2020-03-01 15:49:24;1.32955;-0.601143;94.6895;22.2248;224.883;77.0
2020-03-01 15:49:25;1.64066;0.054711;94.5335;22.2114;224.318;77.0
2020-03-01 15:49:26;1.86176;0.054711;94.2414;22.22;237.706;76.9804
2020-03-01 15:49:27;1.86812;0.054711;94.3253;22.22;224.788;76.0199
2020-03-01 15:49:28;0.727232;0.710565;94.4981;22.2202;211.624;76.9804
2020-03-01 15:49:29;1.46919;-0.273216;94.1995;22.2148;227.974;76.0199
2020-03-01 15:49:30;1.77478;0.382638;94.4112;22.223;203.973;76.9804
2020-03-01 15:49:31;1.59422;0.054711;94.2333;22.2133;222.701;76.0
2020-03-01 15:49:32;1.49514;-0.273216;94.1953;22.2176;226.797;76.0199
2020-03-01 15:49:33;1.76988;-0.273216;94.4364;22.2176;229.774;76.9804
2020-03-01 15:49:34;1.64769;-0.273216;94.2019;22.2276;231.626;76.0199
2020-03-01 15:49:35;1.53852;0.054711;94.9112;22.2234;226.009;76.9804
2020-03-01 15:49:36;1.8267;0.054711;94.3197;22.2344;243.245;76.0199
2020-03-01 15:49:38;1.78044;0.382638;94.2751;22.2287;223.136;76.9804
2020-03-01 15:49:39;1.44011;-0.273216;94.8229;22.2205;227.157;76.0
2020-03-01 15:49:40;1.67051;0.054711;94.3126;22.2238;244.167;76.0199
2020-03-01 15:49:41;1.86236;-0.273216;94.3694;22.23;244.991;76.9804
2020-03-01 15:49:42;1.31376;-0.273216;94.1582;22.23;232.071;76.0199
2020-03-01 15:49:43;2.05971;0.382638;94.3253;22.2312;237.822;77.0
2020-03-01 15:49:44;1.72284;0.054711;94.3529;22.2264;244.328;77.0
2020-03-01 15:49:45;1.692;0.382638;94.4725;22.235;232.957;76.9804
2020-03-01 15:49:46;1.17082;0.054711;94.4096;22.234;222.249;76.0401
2020-03-01 15:49:47;0.77476;0.054711;94.4644;22.2294;206.697;76.0
2020-03-01 15:49:48;1.13132;-0.601143;94.4082;22.2289;224.169;76.0199
2020-03-01 15:49:49;0.985601;0.382638;94.3579;22.2277;220.592;76.9804
2020-03-01 15:49:50;1.21527;0.382638;94.3951;22.2277;232.76;76.0199
2020-03-01 15:49:51;1.34835;0.382638;94.3432;22.2299;234.799;76.9804
2020-03-01 15:49:52;1.2064;-0.273216;94.4255;22.2334;251.319;76.0199
2020-03-01 15:49:53;2.05052;0.054711;94.4331;22.2302;253.754;76.9804
2020-03-01 15:49:54;1.75384;0.054711;94.5363;22.2344;231.465;76.0
2020-03-01 15:49:55;1.32246;-0.273216;94.7503;22.2325;242.515;76.0
